gene_id	ID	log2FC	AveExpr	t_stat	P.Value	adj.P.Val	B_stat
3002	SLC35D3	-0.3595969008048488	0.29391487278480954	-4.511523304798241	3.712095564993648e-4	5.736076899151961e-4	-2.502162998004965
14155	THAP11	0.21495178686094807	4.493070997210318	4.510524499850936	0.00037196846718149003	5.747300488715928e-4	-2.504249941122594
1021	FCER1G	-0.43368836015776546	0.579408927097769	-4.508400243120221	3.7358779389684154e-4	5.771815272727978e-4	-2.5086886464981033
13531	ASB4	-0.12147424475211062	0.06688176129524294	-4.508354590348776	3.736226740983414e-4	5.771848700913256e-4	-2.5087840424430095
7398	RHBDF1	-0.31174800840765426	3.762066340929161	-4.5066675631789614	3.749139542264739e-4	5.791289712339946e-4	-2.5123093382443598
13008	SCAMP1	-0.3985625534256374	3.866301917031642	-4.5037933062431	3.771244745264827e-4	5.824925564346181e-4	-2.5183159177664676
16235	GPA33	0.12101288795413687	0.12496284963112005	4.503693645605425	3.772013595366489e-4	5.825603068323172e-4	-2.5185241958726152
16615	AK8	0.2694697867305686	0.3872112516314443	4.503283000867592	3.775183278905419e-4	5.829988043281636e-4	-2.519382397547676
11695	MROH5	-0.10120435789893198	0.05780242827900474	-4.502566384811618	3.7807212138143845e-4	5.838029203861127e-4	-2.520880069018056
7877	RAD1	-0.14402690404071006	4.4207689080199	-4.502256401622302	3.783119303285833e-4	5.841153647891718e-4	-2.521527919025658
2505	ACBD4	-0.47533403344635783	4.01276540777293	-4.502219252767872	3.783406798234818e-4	5.841153647891718e-4	-2.521605558731645
13173	UGT1A5	0.09543414543135519	0.047717072715677565	4.500826341513963	3.794202664530055e-4	5.857308663601613e-4	-2.5245167495448273
16683	SAMD15	0.2785613754335398	0.5453221179100166	4.500455092204767	3.7970853703634587e-4	5.861245962372223e-4	-2.525292681586918
11340	NUBP2	0.5319830882370766	5.350319956858326	4.4995584678524745	3.80405678264031e-4	5.871493417265122e-4	-2.5271667106383733
15135	GLTSCR2	0.4512074675261699	7.133678248697163	4.498714109185158	3.810633777091976e-4	5.88113035565188e-4	-2.528931542739431
5291	RGS4	-0.16391660106858824	0.09724568595684734	-4.498241222078222	3.8143223289265163e-4	5.88630812866704e-4	-2.5299199636933105
11321	AEBP1	0.10479652121927928	0.139756979439585	4.497924566266998	3.816794305089367e-4	5.889607725915037e-4	-2.530581839868784
11599	SMNDC1	0.38786018937898614	4.441267264161008	4.497663326630409	3.8188349066718073e-4	5.892241160005599e-4	-2.531127889200887
7469	C14orf1	0.2584634852976606	4.786578196857566	4.4963663966868275	3.8289820345619016e-4	5.907380940423355e-4	-2.5338388224053654
15377	MAGEB18	-0.10917872743211138	0.054589363716055696	-4.4944755455349945	3.8438253620290153e-4	5.929762769929685e-4	-2.5377913874360987
4809	PRAC1	-0.596655654394727	0.49760146378598347	-4.49274906296619	3.8574297283217415e-4	5.950229541580148e-4	-2.5414005448013732
14062	OAZ1	-0.18875318721127599	8.725066659216473	-4.4888754271691615	3.8881325605462917e-4	5.997065451403889e-4	-2.549498889187033
11830	PDRG1	-0.3438521189516033	5.352784545723798	-4.487819643509101	3.896544026666856e-4	6.00951391891395e-4	-2.551706294449792
8493	C17orf50	0.3392667473433709	0.6271975829993874	4.486645747178715	3.905918329419059e-4	6.023445032133832e-4	-2.5541607222756664
1465	TBCCD1	0.1991333317823356	2.986336478020446	4.4835036871510905	3.931123187270122e-4	6.061784395579014e-4	-2.56073065365222
7055	HAS1	-0.21382546571485148	0.2500305242186583	-4.482653937708841	3.9379681754388656e-4	6.071808648059121e-4	-2.5625075458237045
1396	ZNF302	0.33424171128930613	3.208281303065086	4.482281553290223	3.9409716799367425e-4	6.075908623389322e-4	-2.5632862436564583
14618	SLC1A5	0.3205630795582355	7.429627102111701	4.478088329913529	3.9749545211942213e-4	6.127765437164318e-4	-2.5720552943504638
16210	ING2	-0.29584650625331443	3.4094412154751925	-4.476588453610302	3.9871824146479467e-4	6.146078825619841e-4	-2.5751921442092263
11125	TAT	-0.08790485447548059	0.1095896845422023	-4.4751911051311914	3.9986090105617464e-4	6.163153954598142e-4	-2.578114681788792
8077	MAN1B1	0.26366279355908073	5.247814894382235	4.474807089527565	4.0017550924189465e-4	6.167464256176732e-4	-2.5789178652147315
504	ZAP70	-0.1916897593508607	0.14011098902299823	-4.474370119413743	4.005338084167856e-4	6.172447106995922e-4	-2.579831815199526
8353	SLF2	0.3019084584874565	4.125451171524428	4.473135203481825	4.015481658607659e-4	6.187538424417532e-4	-2.582414776568301
8952	TRAPPC9	-0.15839661661453874	2.7430795563232317	-4.4712689473039795	4.030860859910398e-4	6.210694086509977e-4	-2.586318418372681
15491	ADAM9	-0.22909188455165364	6.2851188282414485	-4.469936857527583	4.0418749550664724e-4	6.227120597090447e-4	-2.5891048661432894
16851	SAMD13	-0.44713360194799845	1.0576085585168222	-4.468926339108469	4.050250705742406e-4	6.239237845761163e-4	-2.5912187217536795
3549	SERF2	-0.559519128071015	6.5209408479605795	-4.468902647523353	4.0504472875809203e-4	6.239237845761163e-4	-2.591268281746226
2823	ATP6AP2	-0.24752576698088813	5.683722177303074	-4.468503255001727	4.053762729521237e-4	6.243799727100896e-4	-2.5921037683807127
5963	MUC5B	-0.06524269703704377	0.04403696270419195	-4.468278050803826	4.055633419132606e-4	6.246135729405277e-4	-2.5925748755318088
