gene_symbol	log2FC_A2780	SE_A2780	pval_A2780	padj_A2780	log2FC_PEO1	SE_PEO1	pval_PEO1	padj_PEO1	log2FC_UWB_BRCAdef	SE_UWB_BRCAdef	pval_UWB_BRCAdef	padj_UWB_BRCAdef
MTFR1L	-0.1976853967012957	0.03624357538016148	5.6637934023922035e-5	9.40960949289041e-5	0.21238178392189644	0.08809326448869365	0.05010679783335329	0.12076128602559504	0.6108643503733932	0.15115959447646662	2.7655535098835777e-5	1.190823756167751e-4
MTFR2	0.1261460232104299	0.0456463951149662	0.01402616148464807	0.01897910269306346	-0.07034983081370783	0.15000918368050206	0.654700638132772	0.7656252054652912	-0.29903444368891213	0.1374636686938613	0.024801112229612	0.05084309215689419
MTG1	0.10844135719328118	0.05284597448209601	0.05723175455916606	0.073128312735048	-0.49211491778310545	0.11258910362607616	0.0040840118238561	0.02147882372032247	0.6342397500414667	0.2337333014027042	0.00309869538798553	0.00822883953389033
MTG2	0.40319988348798	0.08146790035493719	1.5315364740923335e-4	2.4465199634133417e-4	-0.07666887195945327	0.11182258784611714	0.5170904713474327	0.6545237616481	1.194115773219521	0.19047006383325257	6.934715628233347e-11	8.118337248549614e-10
MTHFD1	1.498137817813106	0.024698886384841023	4.7894066343256253e-20	9.940554334443843e-19	-0.02124730002511565	0.20254467875527768	0.91967680257531	0.9512777512471045	-0.12994087191808587	0.0915759968445692	0.1510031974866245	0.23732322994885496
MTHFD1L	-2.736340618638298	0.02218780904505117	7.116725604105776e-25	7.51459046852569e-23	-0.4687960324642706	0.12188234523315304	0.00756213507090801	0.03182362986012616	-0.1543441571861944	0.1011157534188798	0.12087093371637848	0.19762580743014269
MTHFD2	-1.0116336255072105	0.03839445735995497	2.028819398010075e-14	1.111566205580551e-13	-0.04196619144201818	0.09801844954310082	0.6826331775669789	0.7885587125715275	-0.4651679611108959	0.08751027217381344	7.238366323597233e-8	5.149768622588359e-7
MTHFD2L	0.3188034699029738	0.061146384287436586	9.06070638592817e-5	1.4772108128689103e-4	-0.5339306085924663	0.14700030581052986	0.00984187822082751	0.03793213312214135	0.03510056330536289	0.17810455503563333	0.8371257033151287	0.887711845754646
MTHFR	-1.8366292123048071	0.03927783218476207	2.786418201941882e-18	3.654869138933731e-17	0.32793277452045944	0.06368626881093656	0.00176298400040665	0.01241524941775079	0.0638996036546745	0.17486680409906308	0.7026895045828072	0.7866182324224074
MTHFS	-0.2378161609007271	0.05532137794774865	5.746052310866413e-4	8.741213664594745e-4	0.14455083297907212	0.12369959526016598	0.2844103835675264	0.4271607633080188	NA	NA	NA	NA
MTHFSD	1.3714776523196353	0.037789984912191356	1.438446124197048e-16	1.244583939337142e-15	-0.02161376251262559	0.09444211942643965	0.8261456548739778	0.8892143002395735	0.823883237579841	0.17818264085859808	1.288852441391466e-6	7.25130065156694e-6
MTIF2	-0.39906360309436817	0.06222858992422232	9.39841161914004e-6	1.6637244409479085e-5	0.24396466063435707	0.14211990976082206	0.1339405541742907	0.2488634164231377	-0.01262979261792672	0.10892373659961646	0.9053569421056328	0.9369022715925528
MTIF3	0.04535682388599937	0.08694433325251236	0.609177106339662	0.6522487412784074	0.0875670282039267	0.07738834751689307	0.29859132146538064	0.44259575308245785	0.28912814304598095	0.15010955971685994	0.04584633212748714	0.08680135363002646
MTL5	NA	NA	NA	NA	0.41655026498504855	0.062184012050407494	4.159024668966385e-4	0.00509472934465404	NA	NA	NA	NA
MTLN	NA	NA	NA	NA	NA	NA	NA	NA	0.8585473244156432	0.35124864894418945	0.00396152822619822	0.01022355149158361
MTM1	0.2409737463364081	0.06408801589930123	0.0017618105312655	0.00257172442434106	0.31562687506176235	0.09619922230490077	0.01539217094777953	0.05204268668960512	-0.6391381747870231	0.17965712848742435	1.7952911489581603e-4	6.390697535477172e-4
MTMR1	0.8272401183426905	0.04113475552113655	1.2553077619893664e-12	5.0793898020679815e-12	0.3949651691995535	0.07097005446230381	0.00116350670243336	0.00957680185999594	-0.2683449152044902	0.1008758069987603	0.00682496984585309	0.01648779565168894
MTMR10	-0.14743007928176377	0.08046654219367304	0.08596021242522903	0.10754627810835336	-0.22542167854601347	0.1672596195153973	0.22366249909004576	0.3596831020818171	0.08783249767621235	0.1762535944356408	0.6020930793360568	0.7038555659545467
MTMR11	-1.650538815495545	0.04796486530485366	3.2843966373830936e-16	2.6361840526256843e-15	-0.3858897588080272	0.307428404508694	0.2534470882733088	0.39332901725483566	-1.5959268755544875	0.1802114662879886	1.0138363501144052e-19	3.390719348715955e-18
MTMR12	-0.16818833029856606	0.04004140451860047	7.042485091306817e-4	0.00106209199846841	0.1899475356566116	0.06422451892129227	0.02360742935669173	0.07063778110716719	-0.33937001018392093	0.1235950595316454	0.00482165059648647	0.0121546907933977
MTMR14	0.12704139463464426	0.03135484071548908	9.58649998438408e-4	0.00142914511344012	0.2078148972168541	0.0764390669224193	0.03266584912149498	0.08900281148469728	0.8693322311162062	0.1565485659011903	9.034674125541584e-9	7.51784792200834e-8
MTMR2	-0.2038296590204869	0.06129697436302608	0.0043778260770759	0.00618413064711131	0.03413529466787191	0.11398211739323662	0.7740991884032351	0.8549504387934538	-0.6485996446967957	0.11421223302088092	6.6074963413597315e-9	5.605448928724256e-8
MTMR3	-1.1856954129380064	0.023810814664697654	1.0441523899416187e-18	1.509912824864757e-17	0.3679933164363765	0.0830095453742755	0.00380649115082754	0.0205848313556704	0.0119006174033341	0.1291657872136487	0.9258602009833832	0.9513894344663808
MTMR4	0.16903327868811813	0.03175849771444743	7.321301806816963e-5	1.2034138309500128e-4	0.05156693488625707	0.05904333138871339	0.4141408662185944	0.5587365386744224	0.1730071209062256	0.1064901341160898	0.09832317431587231	0.16639490055698944
MTMR6	-1.029055320688848	0.07207529306254014	2.0807608352841002e-10	6.083656389804789e-10	-0.1392567164821692	0.08297592278239589	0.1413770335601581	0.25916519190751636	-0.31654477780415236	0.11787019736527168	0.0059794305957842	0.01466928647103674
MTMR7	-0.19105226327941852	0.04296132087506758	4.23575810698011e-4	6.509908922671234e-4	-0.03481398718822626	0.11551678225081129	0.7727173871236324	0.8539296356408078	0.02463524099909843	0.4967625019546111	0.9264988281479244	0.9517957244796084
MTMR8	NA	NA	NA	NA	0.10960117226109056	0.10363175169042868	0.3286536534025024	0.4745312541294617	-0.2296540662023186	0.42890272844154226	0.4426690394241056	0.5624822053146696
MTMR9	-0.8058048059243048	0.04307918102555846	3.749559100355882e-12	1.3994017695891364e-11	-0.07283919586023657	0.17062346820480823	0.683494361156044	0.7891474100232673	-0.16666426887712849	0.20721318951969672	0.38755808478766224	0.5070260066112078
MTMR9LP	NA	NA	NA	NA	NA	NA	NA	NA	0.12296705295003384	0.3999794796088076	0.6756080587677403	0.7657332695388835
MTNR1A	0.5988984042446247	0.058060856033160614	2.140809740522847e-8	4.9138908980359174e-8	-0.0185294644188138	0.057706913292969876	0.75840443445247685	0.8440471534592972	NA	NA	NA	NA
MTNR1B	0.00311266817062955	0.010730531146495408	0.7755544587422714	0.8027652992919005	NA	NA	NA	NA	NA	NA	NA	NA
MTO1	-0.5413928306919842	0.04030552109148351	5.065220229133876e-10	1.411923136078051e-9	0.01404614478947619	0.06319988777419026	0.831069445266448	0.8923910742375646	-0.35999594137552604	0.12193710093273433	0.00246714373174212	0.00672747973679927
MTOR	-0.00367170336257327	0.021564316126661653	0.8669745583437439	0.8835007600681799	0.2931120678791528	0.08906864944249272	0.01519583417778621	0.05154765863903014	0.4530007585671899	0.08869054298208663	2.290417536929996e-7	1.4850710558421e-6
MTPAP	-1.4659024311696147	0.055768100675483656	2.1045567586291922e-14	1.1509172453731006e-13	-0.10793539043487588	0.10542940073552477	0.34320977804300473	0.4892557949169471	-0.6071997341704376	0.119924487772496	2.170047630519549e-7	1.4105309598377067e-6
MTPN	NA	NA	NA	NA	0.053298183769053153	0.09050578586872729	0.5761910891682622	0.7035006257560981	NA	NA	NA	NA
MTR	0.35024934344736414	0.03295995420685837	1.4181480568268992e-8	3.3142095666366604e-8	0.6380895162053557	0.1089699062644007	8.81676432310492e-4	0.0080597688697654	-0.1817723225990033	0.08756374006081737	0.03553450796823833	0.06978495843398574
MTRES1	NA	NA	NA	NA	NA	NA	NA	NA	-0.1684886092376301	0.18596765238380455	0.3372960170416647	0.45378693989480273
MTREX	NA	NA	NA	NA	NA	NA	NA	NA	-0.30047400546798864	0.12406209279524533	0.01295946320794344	0.02893189532602064
MTRF1	1.125803860809464	0.07586063827745934	1.1795941230738595e-10	3.5561174844957336e-10	0.09996246205812898	0.08373435233186276	0.2750746308937867	0.41751949922487847	-0.09807985694929608	0.17029265557572568	0.5458537701379469	0.6554432842500303
MTRF1L	-0.5549858319222696	0.04281001646005527	8.465689810960354e-10	2.2878630460319027e-9	0.25509027758453673	0.0975968398404638	0.03775769794524791	0.09842182053430457	-0.10738653649565984	0.1873880777968467	0.5433119325210385	0.6537452619787281
MTRNR2L1	NA	NA	NA	NA	-0.00245052164256834	0.09081192666045351	0.979297015298906	0.9879001052940608	NA	NA	NA	NA
MTRNR2L12	NA	NA	NA	NA	-0.08603138214862893	0.15275065516485029	0.5925317914532509	0.7167175181264768	NA	NA	NA	NA
MTRNR2L2	0.01086057958809974	0.06675473884471049	0.87283520190449	0.8886518139426947	0.00174209211977238	0.1529544885205916	0.9912607069138444	0.995096947502196	-0.2774654369393252	0.387820245329975	0.34576851706614986	0.462877936120371
MTRNR2L3	0.11810082419491502	0.028040345658593837	6.877453529856504e-4	0.00103817947440513	NA	NA	NA	NA	NA	NA	NA	NA
MTRNR2L4	0.6151311621286502	0.052436704388794796	3.538563612995542e-9	8.924566012933145e-9	NA	NA	NA	NA	-0.05919192174940246	0.5314104565804868	0.7832295796812739	0.8488512242882773
MTRNR2L8	0.03765853818192932	0.03869220003444595	0.34516988774335056	0.39401405108820386	2.514903960637582e-4	0.1319204790927186	0.9985371925715784	0.9991882105432685	-0.28695811466690657	0.5023657442113673	0.34019959641377484	0.45679026190858746
MTRNR2L9	NA	NA	NA	NA	0.01898091074156172	0.08473798997828422	0.8297677543311905	0.8916345692636924	NA	NA	NA	NA
MTRR	0.9919596515526354	0.08029508725115944	1.6926922377579955e-9	4.419487414315015e-9	0.06015419928025078	0.10395617138515251	0.5826774763208611	0.7091361976621986	0.12853868331559018	0.12887365792027933	0.3068828627057078	0.4210124083679322
MTSS1	1.4474125117954733	0.03331463823489306	8.759987481882844e-18	1.0153988117961706e-16	0.09525771004255446	0.3248851928556412	0.7786773670944961	0.8586477497399871	-0.4997138306905616	0.18941426334358885	0.00508031100228414	0.01271052234778634
MTSS1L	1.8741425326418064	0.08147627438399428	1.6260752137858325e-13	7.607324031187923e-13	0.13589884972424215	0.16093344143640165	0.4289664621884669	0.572632833878945	NA	NA	NA	NA
MTSS2	NA	NA	NA	NA	NA	NA	NA	NA	0.2269984603964826	0.2308810749657943	0.28357509977009343	0.3952375299734196
MTTP	0.01210268540263775	0.031863634874110834	0.709162405437537	0.7430365442738246	0.0406003906965261	0.39945101674776023	0.9221639098147774	0.9526623771842828	0.9153438017532276	0.6631129822184948	0.02735294077089451	0.05542112996065256
MTURN	-0.3962523538392349	0.03570936305316013	7.750528500994807e-9	1.867196829367068e-8	NA	NA	NA	NA	0.3721188639500528	0.13760507625954613	0.00529194961228502	0.01316530758922369
MTUS1	0.8676230171054891	0.06803528656012046	1.072941278492108e-9	2.867570070467773e-9	-1.0326836898743184	0.10061037831036916	3.372180760515071e-5	0.00130195751462966	-0.43492570659546864	0.14856664548282242	0.00237409621783672	0.0065032121108821
MTUS2	0.00832332053970282	0.014593819445054843	0.5765246256662315	0.6214362709112028	-0.10454205714249798	0.1125699088567705	0.38686178731868653	0.5328628548390506	2.222535360975756	1.0515372847402278	0.00181255770349424	0.00511542610441613
MTX1	-0.5373373372232355	0.13488438805358943	0.00110449961473666	0.00163854542576389	-0.21312332036516943	0.27019264407000615	0.4585587726607523	0.6008548516540319	0.10022505843212962	0.1662769337094117	0.5300281847968784	0.6423161803971934
MTX2	-0.03297789114661143	0.038398265461983966	0.40335258298777654	0.4528411778713474	0.16098976508285467	0.11204957130602286	0.1979854615534747	0.3299683915195983	-0.04645793794552923	0.09860793628771934	0.63022286624335	0.7281500186344515
MTX3	-4.003986054253782	0.02711377000405744	4.215261861579184e-26	7.588331608365303e-24	-0.927286256376695	0.10093850986761756	6.573915218927055e-5	0.00193262638727161	-0.3172644788452216	0.1536860046913356	0.03160692875684399	0.06298849616782813
MUC1	-2.118381574507799	0.10852038016505186	1.969596661343042e-12	7.718263949225663e-12	0.30123713322958384	0.10247884365271943	0.02418789859225664	0.07184195621264848	0.6353806906896379	0.16663234687332837	6.723215058657368e-5	2.66140015422623e-4
MUC12	-0.00202371855303176	0.011255297418722592	0.8596086343580867	0.8769568916524237	0.00634059754947347	0.09341299635935432	0.947962600097178	0.9683928285475484	NA	NA	NA	NA
MUC13	-0.00174245068883568	0.010450454013038292	0.8697075185329282	0.8858764458405265	NA	NA	NA	NA	NA	NA	NA	NA
MUC15	-5.066609377254717	0.04577819481998621	3.8843747326649815e-24	3.03221854131308e-22	NA	NA	NA	NA	NA	NA	NA	NA
MUC16	0.06858070837178415	0.011459136590143396	2.0642092635246577e-5	3.5514706287402e-5	-0.3793251957292032	0.08463063808303453	0.00360289197236653	0.01974845082210161	0.1655058133441409	0.08857592171286083	0.05868487295449156	0.10719286165056624
MUC17	0.00160186263088242	0.010430375012509686	0.8799001792015004	0.8950699972019184	NA	NA	NA	NA	NA	NA	NA	NA
MUC19	0.04347905365124203	0.01140672150425663	0.00158140823071406	0.00231644005365804	NA	NA	NA	NA	NA	NA	NA	NA
MUC2	0.17203322213979066	0.023124718661542226	1.5773560481167903e-6	2.990619602458508e-6	NA	NA	NA	NA	NA	NA	NA	NA
MUC20	1.0778486679876331	0.05283187658951493	1.0097291681657378e-12	4.1446351756119e-12	0.5570070857447433	0.34826635389410426	0.15794381144227254	0.2813815831815501	-1.6322541596538942	0.25648958492861046	2.1959233343392823e-11	2.7762998407979356e-10
MUC22	0.01052208933621372	0.013197158672179403	0.4371699760080451	0.4868894230624571	NA	NA	NA	NA	NA	NA	NA	NA
MUC3A	-1.080264687978362	0.041751290965526405	2.6825737920032424e-14	1.4384792352134105e-13	NA	NA	NA	NA	NA	NA	NA	NA
MUC4	5.3786929786101165	0.030761818690989037	2.976590948648323e-27	7.610582248703437e-25	0.18391631375933729	0.1479103293171281	0.2574804461881818	0.3976047721621411	-0.3164048082164638	0.1005666932684042	0.00137252357739558	0.00399010754706457
MUC5AC	0.02019564546900319	0.011986109801688722	0.11177421003189968	0.13801236095904076	NA	NA	NA	NA	NA	NA	NA	NA
MUC5B	-0.06524269703704377	0.014601306430629775	4.055633419132606e-4	6.246135729405277e-4	NA	NA	NA	NA	NA	NA	NA	NA
MUC6	-0.02851847287781688	0.013832269236887823	0.05619205645086159	0.07185707885663237	NA	NA	NA	NA	NA	NA	NA	NA
MUC7	0.10055823347388108	0.02260792285355479	4.228434350681732e-4	6.499219272933188e-4	NA	NA	NA	NA	NA	NA	NA	NA
MUCL1	0.27261671294941936	0.06472848576183862	6.879183862331667e-4	0.0010383518283646	NA	NA	NA	NA	NA	NA	NA	NA
MUCL3	NA	NA	NA	NA	NA	NA	NA	NA	-0.9182391393287576	0.7324706020424864	0.03047343261106503	0.06100142821695738
MUL1	0.5088259412752576	0.04609529772793437	8.341552548210959e-9	2.0021995925923505e-8	0.048349636574331	0.060652673948936406	0.4540171006374768	0.596946929342917	0.5449758653300818	0.15296968442014552	2.136845420132173e-4	7.49236212273942e-4
MUM1	-0.4138291255276303	0.05414421725323859	1.1256050994475303e-6	2.1688428532605213e-6	-0.29465247421636964	0.13181945558586633	0.06418194221054661	0.1446487344946148	NA	NA	NA	NA
MUM1L1	-0.1724563357755978	0.02129654581441114	5.403328808463332e-7	1.0711936941106875e-6	-0.01429217148801512	0.06152863174804168	0.8235948606206087	0.8877486907252605	NA	NA	NA	NA
MURC	-1.212184121153413	0.06846708295863618	8.566510723966807e-12	3.028664973792032e-11	0.07444724632535686	0.07052228398667217	0.32947743638065313	0.475149930090681	NA	NA	NA	NA
MUS81	-0.9932739547181616	0.07023125119746766	2.3900549276927103e-10	6.93851391054053e-10	0.5115715305980633	0.09932112683000477	0.00176029059860241	0.0124093007213091	0.8315008402462276	0.2447795197978856	2.1815344919512425e-4	7.629275379960979e-4
MUSK	-1.1617841840825365	0.06721032964734379	1.2260879792419735e-11	4.2437991229717286e-11	NA	NA	NA	NA	NA	NA	NA	NA
MUSTN1	-1.203166776275742	0.06576950339811422	5.2405651320463705e-12	1.9137663022057976e-11	0.13410354675206743	0.07996565697656863	0.14162893372401844	0.2594676821390576	NA	NA	NA	NA
MUT	0.4756935640068885	0.04656022583901519	2.4426353730181003e-8	5.57188689562779e-8	0.17760337242821245	0.09108433696292306	0.09623593572730908	0.19528387555646257	NA	NA	NA	NA
MUTYH	0.6282620619735848	0.08354888413336724	1.3799554491365946e-6	2.6319107063424654e-6	0.1677482174344345	0.13999464140990014	0.2734586832715105	0.4158669602101254	0.6406107712945843	0.20949574534411708	0.00104805738201744	0.00314076089284646
MVB12A	0.1855184036656059	0.08189558038286779	0.03801500139063095	0.04938227336230846	0.2655457513825219	0.19441780009839388	0.21820774821916736	0.35380207134942465	1.085141575058886	0.21885117875288596	1.53339059536615e-7	1.0226088452778433e-6
MVB12B	-1.8916471502517007	0.05352615973901117	2.1725516010558922e-16	1.81134949649471e-15	0.3054389234800303	0.07351730407536071	0.00523830346339582	0.02514890965014888	0.5170845203485472	0.526204030423317	0.1285130683739355	0.20801308647247552
MVD	1.0758360075915323	0.12357071264336433	2.1074403757980133e-7	4.35203828980786e-7	0.7070505473446911	0.09513498826738874	2.291883741809279e-4	0.00366382399881738	1.1969425490942225	0.23804538373933867	9.081801141096454e-8	6.320513626520307e-7
MVK	0.6362935603883693	0.05426873466601533	3.5646000053757052e-9	8.981244400862352e-9	0.5362800108194734	0.1320151329780397	0.00583861040872257	0.0269645196451088	-0.35022460734093724	0.1654309061189442	0.0265536470714498	0.05406057283589129
MVP	0.655041986604771	0.07636313787235903	2.56058726907908e-7	5.245457570958328e-7	0.18796368543805375	0.18455570602131252	0.34553759924333144	0.49133882373043	0.7040588372769783	0.19237042462910317	1.0878605167727456e-4	4.075441074324321e-4
MX1	1.49834168955095	0.045774756550390476	7.128435614504077e-16	5.331066600724074e-15	0.5816071383759929	0.17715934089647484	0.01535243390294516	0.05195539224951819	-2.5423492136036527	0.13962243907397295	3.51072771592001e-75	1.6161738296935296e-72
MX2	0.6563078825334223	0.02172107227540532	2.4583305362607825e-15	1.6421759682208533e-14	-0.1989785650070618	0.14484001656586354	0.21585748679950437	0.35089473439340224	-8.307850976616917	2.821361570713425	1.7398615998879148e-7	1.1490427747445418e-6
MXD1	0.4530186579018445	0.04850294876235092	8.277586949988696e-8	1.777640766545351e-7	0.23681094557877636	0.09388437938416724	0.04286926840980203	0.1080928639516964	-0.8784579056670128	0.16397054534001113	2.636524307441179e-8	2.019915734707261e-7
MXD3	0.989681469979983	0.11344640109082932	2.052349844211879e-7	4.24323871458877e-7	-0.42005755249620425	0.08473561656017402	0.0021518481332354	0.01413517134946669	2.5913863368663	0.5110786349693908	2.4691222987677015e-8	1.898829111597815e-7
MXD4	0.6969089410170772	0.06340748950625089	8.861952602886792e-9	2.11760216470444e-8	-1.0299209894026546	0.21858351502209802	0.00279719475190698	0.01672603718090634	2.0327697445345927	0.49139605766537353	2.809356581672278e-6	1.4693790327496084e-5
MXI1	-0.7530468788135547	0.06764952158155815	7.415617388539037e-9	1.7918959316341008e-8	-0.6871113851331447	0.1545275230840154	0.00374960277295265	0.02032134991032891	0.5981466324093118	0.14057809753364928	1.1208783874573612e-5	5.212117801688241e-5
MXRA5	0.6152046068889587	0.02594956342223471	1.0247764644490166e-13	4.947757631584443e-13	NA	NA	NA	NA	NA	NA	NA	NA
MXRA7	-2.541191158602604	0.04146714655626391	4.079035576277936e-20	8.649320389025884e-19	0.5319859799696713	0.13895424858973382	0.00772756012000246	0.03231033328248579	-0.25363158207233466	0.11417510284726104	0.02321997891858231	0.04802313821797707
MXRA8	-1.2550269453120988	0.06924210536679344	6.022483867459267e-12	2.1745530165721733e-11	-0.01031823095988593	0.11412299420868352	0.9307329715491364	0.9580560054947884	0.14461362098107494	0.26035041462002706	0.5350885132583272	0.6465343067407238
MYADM	-0.14383750407321738	0.03312973717768079	5.260524467539717e-4	8.025438659316472e-4	-0.6273639586558679	0.1668181056831614	0.00839441080488287	0.03410529189869556	-0.27452087012725446	0.13280208797898962	0.03321831283897437	0.06571448844231888
MYADML2	-0.04526820629237044	0.021184501704777217	0.048712892292633	0.06263796252380695	0.03361133871564594	0.06128523432447184	0.6020525167303225	0.7245435799866197	NA	NA	NA	NA
MYB	1.736204643057631	0.0672464195335937	2.7721289828472614e-14	1.4833454508762934e-13	-1.3029096128832467	0.20357975013892118	5.380673377869961e-4	0.0060582029264339	-0.5761249279174917	0.1588774866087392	1.5643749750969953e-4	5.643142915468581e-4
MYBBP1A	1.0303033482795376	0.049360790169639304	7.139542304436355e-13	2.9975203554228028e-12	0.02664917657994081	0.11417871470640105	0.8227663999522135	0.887085368461553	1.0612643832985318	0.18390645929772223	1.8227753225003687e-9	1.6931797832507878e-8
MYBL1	0.07867442517703749	0.07467543358256394	0.30803356067899645	0.35539389690006246	-0.1210785860761736	0.08998756921455582	0.22434283971497476	0.3602562851994287	0.2606303815785615	0.1758149268049483	0.11960863298849848	0.19590982875010235
MYBL2	0.8675807275060956	0.04091648746895465	5.622503374636946e-13	2.406409619974405e-12	-0.21907615479146436	0.07296680138261129	0.02222866534657844	0.06755641805023567	0.20952061917696835	0.14207797658999008	0.12938911764893526	0.20917150066526904
MYBPC1	-0.00744161462759009	0.011338585160141103	0.5211293571948743	0.5694848934360737	NA	NA	NA	NA	NA	NA	NA	NA
MYBPC2	-0.2295660486981306	0.03373171962497166	4.6678873164487445e-6	8.496787870077254e-6	NA	NA	NA	NA	-3.518424219739016	0.5219395009755062	1.18811775935589e-12	1.7950211553511958e-11
MYBPC3	0.19700581066148387	0.023181455189131096	2.892289175375687e-7	5.883289015562998e-7	NA	NA	NA	NA	NA	NA	NA	NA
MYBPH	-0.1270956270402254	0.027975773740577317	3.4804365593815994e-4	5.389910619786707e-4	NA	NA	NA	NA	NA	NA	NA	NA
MYBPHL	0.47486726396056794	0.059833624307770554	6.989803440137649e-7	1.3733613129625616e-6	NA	NA	NA	NA	NA	NA	NA	NA
MYC	2.017955708694342	0.028024985044943364	3.2715045714318413e-21	9.47715659264377e-20	-0.222821482512237	0.14474774676307284	0.17174823162063033	0.2986656264102757	0.7321442115980836	0.12848070269653664	5.112135532849114e-9	4.4329720421138135e-8
MYCBP	1.1398750705493597	0.047120085816974376	7.52544065777774e-14	3.72722695352372e-13	-0.33818485421050726	0.10154169257410414	0.01443524917131816	0.04991436490031219	NA	NA	NA	NA
MYCBP2	0.7981694248063791	0.056394935389672066	2.3647342122720143e-10	6.870658921756072e-10	0.1454375746763081	0.07218300171857904	0.0877490121792743	0.18209596954117369	-1.1001385028787154	0.12836805636616974	2.291426635473965e-18	6.654064879116604e-17
MYCBPAP	0.42870890012134505	0.05091709265964274	3.264981767839617e-7	6.615459785026591e-7	NA	NA	NA	NA	NA	NA	NA	NA
MYCL	-1.417685994105193	0.0465897249829133	2.2044755613947356e-15	1.4861046180407308e-14	-0.05230932695879195	0.06324957968032899	0.4380719815331694	0.5815062784247409	-0.6669243953768845	0.4727143099232058	0.05160939297976134	0.09600549309712676
MYCN	-0.00153690355694124	0.01042165564719021	0.8846366578803002	0.8991622929264421	NA	NA	NA	NA	0.8060456934566873	0.8336521628243311	0.04706810421220343	0.08874954428736394
MYCT1	-0.0207681378661355	0.0159274976848478	0.21105711601482377	0.25043513860193173	NA	NA	NA	NA	NA	NA	NA	NA
MYD88	3.735194539976918	0.035718087946470925	9.453025170226552e-24	6.2695590245540165e-22	0.1265174713495636	0.07505994835474714	0.13993617927538088	0.25740878314164245	0.01002174635766462	0.10423754384028536	0.9233150509267976	0.9497717650569294
MYDGF	-0.5538506490949633	0.14608642985785797	0.00165048894122981	0.00241402138129467	NA	NA	NA	NA	0.00264659492360552	0.11656069606641568	0.9826764942094244	0.9892495811272132
MYEF2	-4.355230068151716	0.02345754771315963	1.1606753864957726e-27	3.8635160695393247e-25	0.7160518540397969	0.108979743576289	4.6398422689391096e-4	0.00547493889958571	-0.29495298641378864	0.14121574643902876	0.03082864475074634	0.06160218915341271
MYEOV	2.879195410212955	0.08481044666579671	4.051598230336102e-16	3.1995656212886986e-15	-0.6646114008608826	0.532310112614412	0.25572491126122493	0.3956303647333281	-2.688839107674899	0.3346102206839737	6.071946685999817e-17	1.4896255412111154e-15
MYEOV2	NA	NA	NA	NA	-0.3749744405518145	0.06993770428679298	0.00142209790632779	0.01078673653459389	NA	NA	NA	NA
MYF5	-1.94737259601974	0.026285819338095626	2.0951508267519218e-21	6.450724412837244e-20	NA	NA	NA	NA	NA	NA	NA	NA
MYF6	-0.1396651063939394	0.03289128617541072	6.404567912345267e-4	9.695330968731352e-4	NA	NA	NA	NA	NA	NA	NA	NA
MYH10	0.0978489869474588	0.01957652810381869	1.3885406153075962e-4	2.2267642519095183e-4	0.3821923511620269	0.11199246521606891	0.01298772475734078	0.04621537615630487	0.5392413038324443	0.07912701620907324	5.936922687829515e-12	8.137015228538315e-11
MYH11	-0.02080407893322472	0.03629520088475333	0.5746344077685908	0.6196638277416552	-0.10104589333992188	0.06131074161799704	0.14750905570465708	0.2676458513460001	-0.0930206318115421	0.44488005716974655	0.7443905004352521	0.8201605035064455
MYH14	2.126243425720604	0.09823196903651416	4.1098353331402545e-13	1.7982568191284814e-12	-0.7183931665701051	0.2368032839089408	0.02131780232509956	0.0655626153942164	5.285094501375414	0.26530633983783364	1.878451079366958e-89	1.130827549778909e-86
MYH15	-0.12993023991383484	0.023263421390413572	4.400488597944666e-5	7.380304196685978e-5	0.09336021529022012	0.06372825294794984	0.19042906826670383	0.32095004157242973	-0.6835965094394972	0.6265822845847169	0.06671059841884529	0.11952315550043116
MYH16	NA	NA	NA	NA	NA	NA	NA	NA	-0.17304364875266118	0.49412502861851654	0.5356023038939648	0.6469883216949524
MYH2	-0.0093910804108058	0.011416849067351414	0.4230744002179191	0.4722778137588287	NA	NA	NA	NA	NA	NA	NA	NA
MYH3	-0.05563672954233062	0.03532166517269467	0.13515677891729913	0.1650471304533115	-0.107599840795222	0.06438658225135217	0.14280226578809888	0.26097682135643874	0.0286008096394071	0.3181136996068526	0.916386058649535	0.9447314507825614
MYH4	-0.00176035866164942	0.010453129954518532	0.868415134008185	0.8847132756350639	NA	NA	NA	NA	NA	NA	NA	NA
MYH6	-0.00748307366312318	0.011647633821732504	0.5298490470719889	0.577845171981117	NA	NA	NA	NA	NA	NA	NA	NA
MYH7	-0.00553806642293582	0.012980180170801582	0.6754230494045472	0.7127108940483894	NA	NA	NA	NA	NA	NA	NA	NA
MYH7B	0.03061328731238088	0.0550831948065261	0.5862054074882057	0.6304473854544546	-0.08956565469333272	0.08167303833177136	0.31248488965472065	0.45742273406221906	0.6101600781369555	0.5430821104154018	0.08482887559179043	0.1469228240303977
MYH9	0.7043915030097114	0.052355977752785124	4.948112063976282e-10	1.3810250440226163e-9	0.5931381623407406	0.11686603452986173	0.00190235438705855	0.0129799517051636	1.055248761152733	0.1539681389925615	1.9436789278637205e-12	2.8458805031733352e-11
MYL1	-0.36513118997507704	0.07058492463318089	9.820016508049306e-5	1.596728122875214e-4	NA	NA	NA	NA	NA	NA	NA	NA
